liam_0001|एक आदमी अचानक रेत में पैर फिसलने से|एक आदमी अचानक रेत में पैर फिसलने से
liam_0002|गिर पड़ा। यह रेगिस्तान में उसका पांचवां|गिर पड़ा। यह रेगिस्तान में उसका पांचवां
liam_0003|दिन था। उसके पास जो|दिन था। उसके पास जो
liam_0004|पानी था, वह बहुत पहले ही|पानी था, वह बहुत पहले ही
liam_0005|खत्म हो चुका था। भूख और प्यास से बेहाल वह आदमी अचानक जमीन पर एक पौधा|खत्म हो चुका था। भूख और प्यास से बेहाल वह आदमी अचानक जमीन पर एक पौधा
liam_0006|देखता है। उम्मीद से भरा वह तुरंत घास पकड़कर उसे उखाड़|देखता है। उम्मीद से भरा वह तुरंत घास पकड़कर उसे उखाड़
liam_0007|लेता है, लेकिन उसे एहसास होता है कि उसमें बिल्कुल भी|लेता है, लेकिन उसे एहसास होता है कि उसमें बिल्कुल भी
liam_0008|नमी नहीं है। फिर वह पास की एक|नमी नहीं है। फिर वह पास की एक
liam_0009|सूखी टहनी भी तोड़ता है, पर|सूखी टहनी भी तोड़ता है, पर
liam_0010|उसमें से भी पानी नहीं निकलता। जब ड्वाइट लगभग|उसमें से भी पानी नहीं निकलता। जब ड्वाइट लगभग
liam_0011|उम्मीद छोड़ने वाला होता है, तभी उसे सामने एक रेगिस्तानी|उम्मीद छोड़ने वाला होता है, तभी उसे सामने एक रेगिस्तानी
liam_0012|कछुआ दिखता है। उसे देखकर उसकी खुशी का ठिकाना|कछुआ दिखता है। उसे देखकर उसकी खुशी का ठिकाना
liam_0013|नहीं रहता। वह कछुए को उठाकर अपने सीने से चिपका|नहीं रहता। वह कछुए को उठाकर अपने सीने से चिपका
liam_0014|लेता है। मानो यही उसकी जिंदगी की आखिरी उम्मीद|लेता है। मानो यही उसकी जिंदगी की आखिरी उम्मीद
liam_0015|हो। लेकिन कछुआ होने से भी उसकी सबसे बड़ी परेशानी, पानी का हल नहीं निकलता। मजबूर होकर वह|हो। लेकिन कछुआ होने से भी उसकी सबसे बड़ी परेशानी, पानी का हल नहीं निकलता। मजबूर होकर वह
liam_0016|एक सरकंडे जैसी नली जमीन में गाड़ देता है और उसमें से पानी चूसने लगता है। तभी अचानक उसकी|एक सरकंडे जैसी नली जमीन में गाड़ देता है और उसमें से पानी चूसने लगता है। तभी अचानक उसकी
liam_0017|नजर सामने कुछ अजीब चीज पर जाती है। एक जंगली गधा उसे सीधे|नजर सामने कुछ अजीब चीज पर जाती है। एक जंगली गधा उसे सीधे
liam_0018|घूर रहा होता है। ड्वाइट को फिर उम्मीद की किरण|घूर रहा होता है। ड्वाइट को फिर उम्मीद की किरण
liam_0019|नजर आती है। वह अपनी थकी हुई हालत|नजर आती है। वह अपनी थकी हुई हालत
liam_0020|में भी किसी तरह उस गधे के पास पहुंचता है और बार बार उससे बात करता है। जैसे वह उसका पुराना साथी हो। फिर उसे गले लगा लेता|में भी किसी तरह उस गधे के पास पहुंचता है और बार बार उससे बात करता है। जैसे वह उसका पुराना साथी हो। फिर उसे गले लगा लेता
liam_0021|है और उसकी पीठ पर लेट जाता है। गधा उसे रेगिस्तान|है और उसकी पीठ पर लेट जाता है। गधा उसे रेगिस्तान
liam_0022|में धीरे धीरे ढोता है। पता नहीं कितनी देर बाद|में धीरे धीरे ढोता है। पता नहीं कितनी देर बाद
liam_0023|ड्वाइट गधे की पीठ से गिर जाता है। अब तो वह पूरी|ड्वाइट गधे की पीठ से गिर जाता है। अब तो वह पूरी
liam_0024|तरह थक चुका था। उसके होश भी|तरह थक चुका था। उसके होश भी
liam_0025|जाते रहे। वह बस रेत|जाते रहे। वह बस रेत
liam_0026|पर लेट गया। जैसे अब सब खत्म हो चुका हो। तभी अचानक|पर लेट गया। जैसे अब सब खत्म हो चुका हो। तभी अचानक
liam_0027|उसे पानी की हल्की हल्की आवाज सुनाई देती है। वह किसी|उसे पानी की हल्की हल्की आवाज सुनाई देती है। वह किसी
liam_0028|तरह एक रेत के टीले पर चढ़ता है|तरह एक रेत के टीले पर चढ़ता है
liam_0029|और जो देखता है उसे देखकर उसकी आंखों में खुशी के आंसू आ जाते हैं।|और जो देखता है उसे देखकर उसकी आंखों में खुशी के आंसू आ जाते हैं।
liam_0030|सामने समुद्र था। वह|सामने समुद्र था। वह
liam_0031|लड़खड़ाते कदमों से आगे बढ़ता है और|लड़खड़ाते कदमों से आगे बढ़ता है और
liam_0032|समुद्र के पानी से अपना सूखा शरीर तर करता है। उसी वक्त|समुद्र के पानी से अपना सूखा शरीर तर करता है। उसी वक्त
liam_0033|एक गाड़ी वहां आ पहुंचती है। ड्वाइट|एक गाड़ी वहां आ पहुंचती है। ड्वाइट
liam_0034|को लगा कि अब उसकी जान बच|को लगा कि अब उसकी जान बच
liam_0035|गई, लेकिन तीन सैनिक उसे पकड़ लेते|गई, लेकिन तीन सैनिक उसे पकड़ लेते
liam_0036|हैं और बिना कुछ पूछे उसे एक जोरदार थप्पड़|हैं और बिना कुछ पूछे उसे एक जोरदार थप्पड़
liam_0037|मारते हैं। असल में उन्हें शक था कि ड्वाइट कोई जासूस|मारते हैं। असल में उन्हें शक था कि ड्वाइट कोई जासूस
liam_0038|है। ड्वाइट उन्हें बार बार समझाता है कि कैसे वह रेगिस्तान पार कर यहां पहुंचा और कैसे उसके पांच साथी अभी भी रेत से घिरे पहाड़ों में फंसे हुए|है। ड्वाइट उन्हें बार बार समझाता है कि कैसे वह रेगिस्तान पार कर यहां पहुंचा और कैसे उसके पांच साथी अभी भी रेत से घिरे पहाड़ों में फंसे हुए
liam_0039|हैं। वह उनसे मदद की भीख|हैं। वह उनसे मदद की भीख
liam_0040|मांगता है, लेकिन सैनिक उसकी एक बात पर भी विश्वास नहीं|मांगता है, लेकिन सैनिक उसकी एक बात पर भी विश्वास नहीं
liam_0041|करते। उल्टा सोचते हैं कि यह सब ड्वाइट की बनाई हुई कहानी है ताकि वह सजा से|करते। उल्टा सोचते हैं कि यह सब ड्वाइट की बनाई हुई कहानी है ताकि वह सजा से
liam_0042|बच सके। एक सैनिक तो उसे जमीन पर पटक भी|बच सके। एक सैनिक तो उसे जमीन पर पटक भी
liam_0043|देता है। उस समय बाकी के पांच लोग एक गुफा में थे और शुतुरमुर्ग के अंडों को एक जगह से दूसरी जगह ले|देता है। उस समय बाकी के पांच लोग एक गुफा में थे और शुतुरमुर्ग के अंडों को एक जगह से दूसरी जगह ले
liam_0044|जा रहे थे। वे इन अंडों के खाली खोलों को पानी रखने के|जा रहे थे। वे इन अंडों के खाली खोलों को पानी रखने के
liam_0045|लिए इस्तेमाल कर रहे थे। वे अंडों को पानी से भरकर रेत में दबा देते थे ताकि शिकार से लौटते|लिए इस्तेमाल कर रहे थे। वे अंडों को पानी से भरकर रेत में दबा देते थे ताकि शिकार से लौटते
liam_0046|समय उनके पास पानी हो। जल्द ही तीन लोग एक झाड़ी वाले इलाके में पहुंचते हैं, जहां कुछ सींगों वाले हिरण, हॉर्न्ड ऐन्टेलोप दिखते|समय उनके पास पानी हो। जल्द ही तीन लोग एक झाड़ी वाले इलाके में पहुंचते हैं, जहां कुछ सींगों वाले हिरण, हॉर्न्ड ऐन्टेलोप दिखते
liam_0047|हैं। वे योजना बनाते हैं। डॉक्टर और बेन हिरणों को डराकर ब्रायन की तरफ भगाएंगे और ब्रायन उन्हें गोली मारेगा। सब तय योजना|हैं। वे योजना बनाते हैं। डॉक्टर और बेन हिरणों को डराकर ब्रायन की तरफ भगाएंगे और ब्रायन उन्हें गोली मारेगा। सब तय योजना
liam_0048|के हिसाब से होता है। लेकिन जैसे ही ब्रायन गोली चलाने वाला होता है, बंदूक जाम हो जाती है। हिरण भागने ही वाले|के हिसाब से होता है। लेकिन जैसे ही ब्रायन गोली चलाने वाला होता है, बंदूक जाम हो जाती है। हिरण भागने ही वाले
liam_0049|थे कि बेन दौड़ पड़ता है और अपने हाथों से हिरण के बड़े बड़े सींगों को पकड़ लेता है। डॉक्टर को हिरण के|थे कि बेन दौड़ पड़ता है और अपने हाथों से हिरण के बड़े बड़े सींगों को पकड़ लेता है। डॉक्टर को हिरण के
liam_0050|नुकीले सींग से चोट लग जाती है। लेकिन भूख और|नुकीले सींग से चोट लग जाती है। लेकिन भूख और
liam_0051|जिंदा रहने की चाह ने उन्हें जानवरों जैसी ताकत दे दी थी। काफी मशक्कत के|जिंदा रहने की चाह ने उन्हें जानवरों जैसी ताकत दे दी थी। काफी मशक्कत के
liam_0052|बाद वे आखिरकार हिरण को मारने में कामयाब हो जाते हैं। रात को पांचों लोग|बाद वे आखिरकार हिरण को मारने में कामयाब हो जाते हैं। रात को पांचों लोग
liam_0053|पहली बार ठीक से खाना खाते हैं, लेकिन वह भी बहुत कम था। अगली सुबह ब्रायन और|पहली बार ठीक से खाना खाते हैं, लेकिन वह भी बहुत कम था। अगली सुबह ब्रायन और
liam_0054|डॉक्टर फिर से शिकार पर निकलते हैं। लेकिन रास्ते में ब्रायन|डॉक्टर फिर से शिकार पर निकलते हैं। लेकिन रास्ते में ब्रायन
liam_0055|अचानक डॉक्टर पर बंदूक तान देता है। वह कहता है, "इतने कम|अचानक डॉक्टर पर बंदूक तान देता है। वह कहता है, "इतने कम
liam_0056|संसाधनों में कोई एक तो बाहर जाना ही होगा, वरना सब|संसाधनों में कोई एक तो बाहर जाना ही होगा, वरना सब
liam_0057|मर जाएंगे। या तो|मर जाएंगे। या तो
liam_0058|डॉक्टर अकेला निकलकर मदद लाए या फिर वह उसे यहीं खत्म कर देगा।" डॉक्टर को|डॉक्टर अकेला निकलकर मदद लाए या फिर वह उसे यहीं खत्म कर देगा।" डॉक्टर को
liam_0059|मजबूरन अकेले ही मदद के लिए निकलना पड़ता है। ब्रायन पहले|मजबूरन अकेले ही मदद के लिए निकलना पड़ता है। ब्रायन पहले
liam_0060|से ही एक झूठी कहानी तैयार कर चुका होता है। जब वह|से ही एक झूठी कहानी तैयार कर चुका होता है। जब वह
liam_0061|वापस गुफा में लौटता है तो बाकियों को बताता है कि डॉक्टर का मानसिक संतुलन बिगड़ गया था और उसने उस पर पत्थर से हमला किया। इसलिए|वापस गुफा में लौटता है तो बाकियों को बताता है कि डॉक्टर का मानसिक संतुलन बिगड़ गया था और उसने उस पर पत्थर से हमला किया। इसलिए
liam_0062|वह अकेले भाग गया। बेन|वह अकेले भाग गया। बेन
liam_0063|को इस बात पर शक हो जाता|को इस बात पर शक हो जाता
liam_0064|है। अगले दिन जब ब्रायन एक और साथी के साथ बाहर जाता|है। अगले दिन जब ब्रायन एक और साथी के साथ बाहर जाता
liam_0065|है तो वह फिर से वही चाल चलता है। लेकिन इस बार साथी उसकी बंदूक छीन|है तो वह फिर से वही चाल चलता है। लेकिन इस बार साथी उसकी बंदूक छीन
liam_0066|लेता है। पर ब्रायन चालाक|लेता है। पर ब्रायन चालाक
liam_0067|था। उसने पहले से ही बंदूक में गोली|था। उसने पहले से ही बंदूक में गोली
liam_0068|नहीं डाली थी। वह अपनी ताकत से उसे फिर|नहीं डाली थी। वह अपनी ताकत से उसे फिर
liam_0069|से गिरा देता है और जिंदा|से गिरा देता है और जिंदा
liam_0070|रेत में दफना देता है। यह सब दूर|रेत में दफना देता है। यह सब दूर
liam_0071|खड़ा बेन देख रहा होता है। वह फौरन गुफा लौटकर यह बात|खड़ा बेन देख रहा होता है। वह फौरन गुफा लौटकर यह बात
liam_0072|ग्रेस को बता देता है।|ग्रेस को बता देता है।
